  -5.6980897134812256       -            1  -    1.0000000000000000E-004
  -5.5980897134812260       -            0  -    0.0000000000000000     
  -5.4980897134812263       -            0  -    0.0000000000000000     
  -5.3980897134812267       -            1  -    1.0000000000000000E-004
  -5.2980897134812270       -            5  -    5.0000000000000001E-004
  -5.1980897134812274       -            0  -    0.0000000000000000     
  -5.0980897134812277       -            3  -    2.9999999999999997E-004
  -4.9980897134812281       -            1  -    1.0000000000000000E-004
  -4.8980897134812285       -            3  -    2.9999999999999997E-004
  -4.7980897134812288       -            3  -    2.9999999999999997E-004
  -4.6980897134812292       -            7  -    6.9999999999999999E-004
  -4.5980897134812295       -            3  -    2.9999999999999997E-004
  -4.4980897134812299       -            8  -    8.0000000000000004E-004
  -4.3980897134812302       -           13  -    1.2999999999999999E-003
  -4.2980897134812306       -           12  -    1.1999999999999999E-003
  -4.1980897134812309       -            8  -    8.0000000000000004E-004
  -4.0980897134812313       -           25  -    2.5000000000000001E-003
  -3.9980897134812317       -           22  -    2.2000000000000001E-003
  -3.8980897134812316       -           24  -    2.3999999999999998E-003
  -3.7980897134812315       -           53  -    5.3000000000000000E-003
  -3.6980897134812314       -           49  -    4.8999999999999998E-003
  -3.5980897134812313       -           60  -    6.0000000000000001E-003
  -3.4980897134812312       -           73  -    7.3000000000000001E-003
  -3.3980897134812311       -           93  -    9.2999999999999992E-003
  -3.2980897134812310       -          115  -    1.1500000000000000E-002
  -3.1980897134812309       -          118  -    1.1800000000000000E-002
  -3.0980897134812309       -          167  -    1.6700000000000000E-002
  -2.9980897134812308       -          158  -    1.5800000000000002E-002
  -2.8980897134812307       -          205  -    2.0500000000000001E-002
  -2.7980897134812306       -          233  -    2.3300000000000001E-002
  -2.6980897134812305       -          323  -    3.2300000000000002E-002
  -2.5980897134812304       -          367  -    3.6700000000000003E-002
  -2.4980897134812303       -          425  -    4.2500000000000003E-002
  -2.3980897134812302       -          436  -    4.3600000000000000E-002
  -2.2980897134812301       -          503  -    5.0299999999999997E-002
  -2.1980897134812301       -          601  -    6.0100000000000001E-002
  -2.0980897134812300       -          742  -    7.4200000000000002E-002
  -1.9980897134812297       -          690  -    6.9000000000000006E-002
  -1.8980897134812296       -          868  -    8.6800000000000002E-002
  -1.7980897134812295       -          975  -    9.7500000000000003E-002
  -1.6980897134812294       -          967  -    9.6699999999999994E-002
  -1.5980897134812293       -         1192  -   0.11920000000000000     
  -1.4980897134812292       -         1264  -   0.12640000000000001     
  -1.3980897134812291       -         1423  -   0.14230000000000001     
  -1.2980897134812290       -         1451  -   0.14510000000000001     
  -1.1980897134812289       -         1559  -   0.15590000000000001     
  -1.0980897134812289       -         1615  -   0.16150000000000000     
 -0.99808971348122877       -         1827  -   0.18270000000000000     
 -0.89808971348122879       -         1867  -   0.18670000000000000     
 -0.79808971348122881       -         1963  -   0.19630000000000000     
 -0.69808971348122884       -         2014  -   0.20140000000000000     
 -0.59808971348122886       -         2209  -   0.22090000000000001     
 -0.49808971348122894       -         2222  -   0.22220000000000001     
 -0.39808971348122896       -         2310  -   0.23100000000000001     
 -0.29808971348122898       -         2295  -   0.22950000000000001     
 -0.19808971348122895       -         2231  -   0.22309999999999999     
  -9.8089713481228955E-002  -         2396  -   0.23960000000000001     
   1.9102865187710510E-003  -         2359  -   0.23590000000000000     
  0.10191028651877106       -         2427  -   0.24270000000000000     
  0.20191028651877108       -         2251  -   0.22509999999999999     
  0.30191028651877105       -         2358  -   0.23580000000000001     
  0.40191028651877109       -         2236  -   0.22359999999999999     
  0.50191028651877112       -         2290  -   0.22900000000000001     
  0.60191028651877110       -         2183  -   0.21829999999999999     
  0.70191028651877108       -         1983  -   0.19830000000000000     
  0.80191028651877105       -         1930  -   0.19300000000000000     
  0.90191028651877103       -         1906  -   0.19059999999999999     
   1.0019102865187710       -         1747  -   0.17469999999999999     
   1.1019102865187711       -         1660  -   0.16600000000000001     
   1.2019102865187712       -         1566  -   0.15659999999999999     
   1.3019102865187713       -         1469  -   0.14690000000000000     
   1.4019102865187714       -         1280  -   0.12800000000000000     
   1.5019102865187715       -         1234  -   0.12340000000000000     
   1.6019102865187715       -         1176  -   0.11760000000000000     
   1.7019102865187716       -         1040  -   0.10400000000000000     
   1.8019102865187717       -          920  -    9.1999999999999998E-002
